"","eigen.corr_matrix..values","cum_sum_eigen","pct_var","cum_pct_var"
"1",6.15136657163191,6.15136657163191,0.267450720505735,0.267450720505735
"2",4.89255036575086,11.0439169373828,0.212719581119602,0.480170301625338
"3",2.26400794245141,13.3079248798342,0.09843512793267,0.578605429558008
"4",1.62845506473647,14.9363799445706,0.0708023941189772,0.649407823676985
"5",1.17041163424354,16.1067915788142,0.0508874623584147,0.700295286035399
"6",1.04751606128927,17.1543076401035,0.0455441765777942,0.745839462613194
"7",0.944906984101471,18.0992146242049,0.0410829123522379,0.786922374965431
"8",0.851109214523988,18.9503238387289,0.0370047484575647,0.823927123422996
"9",0.750749427261734,19.7010732659906,0.0326412794461623,0.856568402869159
"10",0.683369418448092,20.3844426844387,0.0297117138455692,0.886280116714728
"11",0.547303845542688,20.9317465299814,0.0237958193714212,0.910075936086149
"12",0.470386881227938,21.4021334112094,0.0204516035316495,0.930527539617799
"13",0.329983306508781,21.7321167177181,0.0143471002829905,0.944874639900789
"14",0.308249881236761,22.0403665989549,0.0134021687494244,0.958276808650213
"15",0.28066861100769,22.3210352099626,0.0122029830872909,0.970479791737504
"16",0.215195325450154,22.5362305354127,0.0093563184978328,0.979836110235337
"17",0.172827197228295,22.709057732641,0.0075142259664476,0.987350336201785
"18",0.125449159776861,22.8345068924179,0.00545431129464612,0.992804647496431
"19",0.0919362501101522,22.9264431425281,0.00399722826565879,0.996801875762089
"20",0.0412449857590627,22.9676881282871,0.00179326025039403,0.998595136012484
"21",0.0186672674584534,22.9863553957456,0.000811620324280582,0.999406756336764
"22",0.0100726298321754,22.9964280255777,0.000437940427485885,0.99984469676425
"23",0.00357197442224844,23,0.000155303235749932,1
